,Name,Title,Current School Name
5541,"Phil Ryder, ATC, CSCS",Director of Athletic Training Services Sports: Football,Long Island
5645,Jordan Stevens,Head Coach,Maine
5646,Steve Cooper,Offensive Coordinator/QB,Maine
5647,Jeff Comissiong,Defensive Coordinator / Linebackers,Maine
5648,Jimmy Walsh,Special Teams Coordinator / Cornerbacks,Maine
5649,Mikahael Waters,Wide Receivers / Co- Special Teams Coordinator / Pro Liaison,Maine
5650,Patrick Kugler,Offensive Line,Maine
5651,Pushaun Brown,Running Backs,Maine
5652,Tom McEntire,Defensive Pass Game Coordinator - Defensive Backs,Maine
5653,Spencer Carey,Outside Linebackers / Recruiting Coordinator,Maine
5654,Umberto Di Meo,Defensive Line,Maine
5655,Tom Hanscom,Director of Football Operations,Maine
5656,Jon Lynch,Director of Sports Performance,Maine
5657,Trey Hall,Head Football Sports Performance Coach,Maine
5658,Kristin Gilmour,Athletic Academic Counselor,Maine
5659,Julie Cheville,"Athletics Academic Counselor (FB, S&D)",Maine
5660,Muralee Das,Faculty Liaison,Maine
5741,Jim Parady,Head Coach,Marist
5742,Scott Rumsey '91/'06M,Associate Head Coach/Defensive Coordinator,Marist
5743,Cameron Gibson '17,Special Teams Coordinator/Safeties,Marist
5744,Billy Creed,Passing Game Coordinator/Wide Receivers,Marist
5745,James Groce,Recruiting Coordinator/Defensive Line,Marist
5746,Casey Tosches,Running Backs/Assistant Special Teams Coordinator,Marist
5747,Tom Kelly '75,Kickers,Marist
5748,Larry Riley '02/'03M,Cornerbacks,Marist
5749,Mike Kagafas '14,Linebackers,Marist
5750,Sean Gaffney '21,Tight Ends,Marist
5751,Ben Chapman,Offensive Line,Marist
5752,Peter Capone,Director of Football Operations,Marist
5753,Alyssa Gates,Director of Student-Athlete Enhancement,Marist
5754,Aaron Suma,Head Strength and Conditioning Coach,Marist
5755,Megan Murphy,"Assistant Athletic Trainer - Sports: FB, WP",Marist
5756,Bryan Mannarino,"Assistant Director, Student-Athlete Enhancement",Marist
5757,Jalen Barger,Academic Advisement Coordinator,Marist
5838,Gary Goff,Head Coach,McNeese State
5839,Ryan Allgood,Assistant Head Coach / Offensive Line / Recruiting Coordinator,McNeese State
5840,Adam Neugebauer,Offensive Coordinator/Quarterbacks,McNeese State
5841,Tony Pecoraro,Defensive Coordinator,McNeese State
5842,Thomas Reese,Assistant Coach - Special Teams Coordinator/RBs,McNeese State
5843,Dwight Jackson,Assistant Coach - LBs,McNeese State
5844,Mike Johnson,Assistant Coach - DBs,McNeese State
5845,Roy Roundtree,Assistant Coach - WR,McNeese State
5846,Ryan Nehlen,Assistant Coach - TE,McNeese State
5847,Marco Sanchez,Defensive Assistant,McNeese State
5848,Chris St. John,Defense Quality Control,McNeese State
5849,Ty Hinson,Offense Quality Control,McNeese State
5850,Kelsey Curry,Director of Football Operations,McNeese State
5851,Phillip Chartier,Equipment Manager,McNeese State
5852,Raymond Donovan,Video Coordinator,McNeese State
5853,Hunter Martin,Assistant AD for Sports Medicine,McNeese State
5854,Hannah Hampton,Assistant Athletic Trainer (Football),McNeese State
5855,Luke Cody,Assistant Athletic Trainer (Football),McNeese State
5856,Laurryn Benton,Student Manager,McNeese State
5857,Matthew Bonnette,Senior Associate AD for Athletics Communications,McNeese State
5858,Megan Soileau,Director of Student Athlete Services,McNeese State
5951,Drew Cronic,Head Coach,Mercer
5952,David A. Cole,Associate Head Coach / Cornerbacks / Special Teams Coordinator,Mercer
5953,Bob Bodine,Offensive Coordinator / Offensive Line,Mercer
5954,Joel Taylor,Defensive Coordinator / Linebackers,Mercer
5955,Fred Jones,Run Game Coordinator / Running Backs,Mercer
5956,Mike Adams,Defensive Pass Game Coordinator / Safeties,Mercer
5957,La'Donte Harris,Pass Game Coordinator / Wide Receivers,Mercer
5958,Jimmy Long,Defensive Run Game Coordinator / Defensive Line,Mercer
5959,Sumner Ellis,KATS / Defensive Recruiting Coordinator,Mercer
5960,Kevin O'Brien,Tight Ends / Offensive Recruiting Coordinator,Mercer
5961,David Salmon,Quarterbacks / Video Coordinator,Mercer
5962,Markerious Bolden,Analyst - Defense,Mercer
5963,Roman Buchanan,Volunteer Assistant - Defense,Mercer
5964,Barry Brown,Analyst - Offense,Mercer
5965,To Be Announced,Volunteer Assistant - Offense,Mercer
5966,Bennett Houston,Director of Football Operations,Mercer
5967,Akiliyah Sumlin,Coordinator of On Campus Recruiting / Creative Services,Mercer
5968,Drew Tranum,Director of Football Equipment,Mercer
5969,Ryan Juarez,Associate A.D. for Sports Medicine (Football),Mercer
5970,Katie Boltz,"Assistant Athletic Trainer (FB, Spirit)",Mercer
5971,Lydia Binder,"Assistant Athletic Trainer (FB, Golf)",Mercer
5972,Evan Barr,Director of Strength & Conditioning,Mercer
5973,Jackson Morris,Associate Director of Strength & Conditioning,Mercer
5974,Marques White,Assistant Director of Football Strength and Conditioning,Mercer
5975,Justin Browner,Assistant Football Strength and Conditioning,Mercer
5976,CJ Canfield,Strength and Conditioning Graduate Assistant,Mercer
5977,Parker Hicks,Strength and Conditioning Intern,Mercer
5978,Riley Turner,Data and Analytics,Mercer
5979,Jillian Humphries,Student Assistant / Operations,Mercer
5980,Aidan Higgins,Student Assistant / Operations,Mercer
5981,Daniel Tulk,Student Assistant / Operations,Mercer
5982,Austin Aldridge,Student Assistant / Operations,Mercer
5983,Christian Kaufman,Student Assistant / Video,Mercer
5984,Jalen DeDeaux,Student Assistant / Video,Mercer
5985,Mychael Hall,Student Assistant / Video,Mercer
5986,TJ Parks,Student Assistant / Video,Mercer
5987,Holman Deriso,Student Assistant / Video,Mercer
5988,Neena Maith,Student Assistant / Sports Medicine,Mercer
5989,Olivia Rooney,Student Assistant / Sports Medicine,Mercer
5990,Emma Padovano,Student Assistant / Sports Medicine,Mercer
5991,Abby Suggs,Student Assistant / Creative Services,Mercer
5992,Aubree Bethune,Student Assistant / Creative Services,Mercer
6091,Dan Curran,Head Football Coach,Merrimack
6092,Mike Gennetti,Associate Head Football Coach/Defensive Coordinator/ Linebackers,Merrimack
6093,Bryan Robbat,Assistant Head Coach/Recruiting Coordinator/Special Teams Coordinator/Defensive Backs,Merrimack
6094,Gee White,Defensive Run Game Coordinator/Defensive Line,Merrimack
6095,Aynsley Rosenbaum,Quarterbacks Coach/Passing Game Coordinator/Director of Operations,Merrimack
6096,Tim Christensen,Running Backs / Video Coordinator,Merrimack
6097,Matt Schell,Wide Receivers Coach,Merrimack
6098,Jared Smith,Assistant Defensive Backs/Safeties Coach,Merrimack
6099,Paul Blaikie,Offensive Assistant,Merrimack
6100,Colin Walsh,Offensive Assistant,Merrimack
6101,Jeff Stern,"Assistant Director/Strength & Conditioning (FB, WBB, WTEN, Throws)",Merrimack
6102,"Michaela Day, MS, LAT, ATC, CES",Athletic Trainer,Merrimack
6133,Kendrick Wade,Head Coach,Mississippi Valley State
6134,Jeremy Patterson,Assistant Head Coach/Special Teams Coordinator/LB,Mississippi Valley State
6135,Jesse Thompson,Associate Head Coach/Defensive Coordinator/DB,Mississippi Valley State
6136,Eli Johnson,Offensive Coordinator/OL,Mississippi Valley State
6137,Wyatt Anderson,Running Back Coach/Run Game & Recruiting Coordinator,Mississippi Valley State
6138,R. Amir Gant,Wide Receiver Coach/Passing Game Coordinator,Mississippi Valley State
6139,Paul Holmes,Quarterback Coach,Mississippi Valley State
6140,Zane Samuel,Defensive Line Coach,Mississippi Valley State
6141,Antwoine Williams Sr.,Director of Football Operations / Academic Liason,Mississippi Valley State
6142,Marlon Wilkins,Defensive Graduate Assistant,Mississippi Valley State
6143,Caleb Brunson,Defensive Graduate Assistant,Mississippi Valley State
6227,Ryan Beard,Head Coach,Missouri State
6228,Nick Petrino,Offensive Coordinator / Quarterbacks Coach,Missouri State
6229,L.D. Scott,Defensive Coordinator / Defensive Line Coach,Missouri State
6230,Ronnie Fouch,Co-Offensive Coordinator / Running Backs Coach,Missouri State
6231,Reggie Johnson,Co-Defensive Coordinator / Linebackers Coach,Missouri State
6232,Nelson Fishback,Co-Special Teams Coordinator / Tight Ends Coach,Missouri State
6233,Donte Ellington,Co-Special Teams Coordinator / Wide Receivers Coach,Missouri State
6234,Max Halpin,Offensive Line Coach,Missouri State
6235,Tramain Thomas,Defensive Backs Coach,Missouri State
6236,Kevin Elliott,Safeties Coach,Missouri State
6237,Michael Downing,Outside Linebackers Coach,Missouri State
6238,Alex Murphy,Director of High School Relations,Missouri State
6239,Ryan Bennett,Quality Control - Offense,Missouri State
6240,Ross Williams,Quality Control - Offense/Video,Missouri State
6241,Brad Jarman,Director of Football Operations,Missouri State
6242,David Consiglio,Strength and Conditioning Coach,Missouri State
6350,Kevin Callahan,Head Coach,Monmouth
6351,Andy Bobik,Associate Head Coach/Defensive Coordinator,Monmouth
6352,Jeff Gallo,Offensive Coordinator/Tight Ends Coach,Monmouth
6353,Sam Dorsett,Running Backs Coach/Special Teams Coordinator,Monmouth
6354,Brian Gabriel,Run Game Coordinator/Offensive Line Coach,Monmouth
6355,Jimmy Robertson,Pass Game Coordinator/Quarterbacks Coach,Monmouth
6356,Kevin Callahan Jr.,Wide Receivers Coach,Monmouth
6357,Andrew Kirkland,Linebackers Coach / Director of Operations,Monmouth
6358,David Kunyz,Defensive Line Coach,Monmouth
6359,Bishop Neal,Defensive Backs Coach,Monmouth
6360,Dennis Long,Special Teams Quality Control,Monmouth
6361,Elijah Harrison,"Defense Quality Control, Assistant Defensive Backs Coach",Monmouth
6362,Ryan Starace,Offensive Quality Control,Monmouth
6452,Brent Vigen,Head Coach,Montana State
6453,Taylor Housewright,Offensive Coordinator/Quarterbacks,Montana State
6454,Willie Mack Garza,Defensive Coordinator/Defensive Backs,Montana State
6455,Bobby Daly,Assistant Head Coach/Linebackers,Montana State
6456,Justin Udy,Wide Receivers/Pass Game Coordinator/Special Teams Coordinator,Montana State
6457,Al Johnson,Offensive Line,Montana State
6458,Tyler Walker,Tight Ends,Montana State
6459,Shawn Howe,Defensive Line/Defensive Run Game Coordinator,Montana State
6460,Nicolas Jean-Baptiste,Defensive Tackles,Montana State
6461,Bryan Shepherd,Cornerbacks,Montana State
6462,Marcus Monaco,Offensive Quality Control - Football,Montana State
6463,Sam Mix,Recruiting & Operations Assistant/Offensive Analyst,Montana State
6464,Jake Dusenbury,Defensive Quality Control - Football,Montana State
6465,Kevin Sheehan,Offensive Analyst - Football,Montana State
6466,Tommy Wilson,Defensive Analyst - Football,Montana State
6467,Sean Herrin,Director of Football Strength & Conditioning,Montana State
6468,Garrett Becker,Director of Creative Services,Montana State
6469,Chandler Arbizzani,General Manager,Montana State
6470,Shannon Tyree,Director - Football Administration,Montana State
6471,Rob Higgs,Head Athletic Trainer,Montana State
6472,Brittney Patera,Sports Dietitian,Montana State
6545,Rob Tenyer,Head Coach/Offensive Coordinator,Morehead State
6546,Andrew Strobel,Defensive Coordinator/Linebackers,Morehead State
6547,Andrew Soucy,Defensive Line,Morehead State
6548,Tom Ross,Quarterbacks/Director of Video,Morehead State
6549,Valin Kattoula,Tight Ends,Morehead State
6550,Brady Foltz,Offensive Line,Morehead State
6551,Rodman Noel,Linebackers,Morehead State
6552,Ryan Watts,Wide Receivers / Special Teams Coordinator,Morehead State
6553,David Brubaker,Director of Football Administration/Asst. Offensive Line,Morehead State
6644,Damon Wilson,Head Coach,Morgan State
6645,Antone' Sewell,Assistant Head Coach/Defensive Coordinator,Morgan State
6646,B.T. Sherman,Offensive Coordinator,Morgan State
6647,Moses Ware,Wide Receivers/Pass Game Coordinator,Morgan State
6648,David Fant Jr.,Running Backs Coach,Morgan State
6649,Tory Woodbury,Tight Ends/Special Teams Coordinator,Morgan State
6650,Richard Reddix,Offensive Line Coach,Morgan State
6651,Ramal Faunteroy,Defensive Line Coach,Morgan State
6652,Brawley Evans,Linebackers Coach,Morgan State
6653,Omarr Smith,Defensive Pass Game Coordinator/Cornerbacks,Morgan State
6654,Melvin Coleman,Safeties Coach,Morgan State
6656,Dr. Tredell Dorsey,Assistant AD - Sports Performance,Morgan State
6657,Caitlin Lovend,Head Athletic Trainer - Football,Morgan State
6658,Rasheda Spratley,Director of Football Operations,Morgan State
6659,Ethan Stokes,Video Coordinator Director,Morgan State
6660,Tommy King,Assistant Strength and Conditioning Coach,Morgan State
6661,Reuben Green,Assistant Strength and Conditioning Coach,Morgan State
6662,Nahki Oliver,Asst. Director of Equipment Operations,Morgan State
6663,Randolph Brent,Digital Media Coordinator,Morgan State
6751,Dean Hood,Head Coach,Murray State
6752,Charlie Skalaski,Associate Head Coach (Recruiting Coord./ WR),Murray State
6753,Ben Hodges,Assistant Coach (Off. Coord./QB),Murray State
6754,Johnson Richardson,Assistant Coach (Co-Offensive Coord./ OL),Murray State
6755,Dillon Sanders,Assistant Coach (Def. Coord./ILB),Murray State
6756,Bruce Tall,Assistant Coach (Co-Defensive Coord./ DL),Murray State
6757,Chris Cunningham,Assistant Coach (Spec. Tms. Coord./ RB),Murray State
6758,Yon Boone,Assistant Coach (DB),Murray State
6759,Cody Gibson,Assistant Coach (TE),Murray State
6760,Darius Hart,Assistant Coach (OLB),Murray State
6761,Cameron Haney,Assistant Coach (CB),Murray State
6762,Josh Medler,Strength & Conditioning Coach,Murray State
6763,Gary Crass,Volunteer Assistant Coach,Murray State
6764,Samantha Shipley,Assistant AD - Football,Murray State
6765,Fulton Hart,Athletic Trainer,Murray State
6766,Peyton Dailey,Coordinator of Football Operations,Murray State
6849,Rick Santos,Head Coach,New Hampshire
6850,Garrett Gillick,Associate Head Coach / Defensive Coordinator,New Hampshire
6851,Brian Scott,Offensive Coordinator / OL,New Hampshire
6852,Ed Borden,"Assistant Coach, TE / Recruiting Coordinator",New Hampshire
6853,Drew Belcher,"Assistant Coach, QB / Pass Game Coordinator",New Hampshire
6854,Garrett McLaughlin,"Assistant Coach, DE / Special Teams Coordinator",New Hampshire
6855,Casey DeAndrade,"Assistant Coach, DB / Defensive Pass Game Coordinator",New Hampshire
6856,Tommy Herion,"Assistant Coach, RB",New Hampshire
6857,Luke Carrezola,"Assistant Coach, DL",New Hampshire
6858,Randall Jette,"Assistant Coach, CB",New Hampshire
6859,Charles Watkins,"Assistant Coach, WR",New Hampshire
6860,Jesse Goldberger,Director of Operations,New Hampshire
6861,Justin McMullen,Director of Player Personnel / Video Coordinator,New Hampshire
6862,Paul Chapman,Director of Strength & Conditioning,New Hampshire
6863,Jon Dana,Director of Sports Medicine,New Hampshire
6864,Cindy Michaud,Assistant Athletic Trainer,New Hampshire
6865,Cameron Reinbold,Student Manager,New Hampshire
6866,Mike Murphy,"Associate Athletic Director, Marketing & Communications (FB)",New Hampshire
6867,Doug Poole,"Associate Director, Athletic Communications (FH, FB-secondary, WHOC, WLAX)",New Hampshire
6868,Nicole Vuncanon,Student Recruiting and Social Media Assistant,New Hampshire
6869,Madison Roberge,Student Recruiting and Social Media Assistant,New Hampshire
6870,Jordan Sheehan,Student Recruiting Assistant,New Hampshire
6871,Madison Fleming,Student Social Media Assistant,New Hampshire
6872,Maya Patrosz,Student Recruiting Assistant,New Hampshire
6873,Delainey McGovern,Student Recruiting Assistant,New Hampshire
6874,Megan Colby,Student Social Media Assistant,New Hampshire
6971,Tim Rebowe,Head Coach,Nicholls State
6972,Rob Christophel,Offensive Coordinator,Nicholls State
6973,Tommy Rybacki,Defensive Coordinator,Nicholls State
6974,Toren Joseph,Safeties,Nicholls State
6975,Tylan Martin,Running Backs,Nicholls State
6976,Darion Monroe,Cornerbacks,Nicholls State
6977,Sean Murphy,Wide Receivers,Nicholls State
6978,Brian Wallace,Special Teams Coordinator and Defensive Line,Nicholls State
6979,Stone Paul,Special Teams/Defensive Analyst,Nicholls State
6980,Andrew Neupert,Tight Ends,Nicholls State
6981,P.J. Burkhalter,Offensive Line,Nicholls State
6982,Katie Callahan,Director of Operations,Nicholls State
7079,Dawson Odums,Head Football Coach,Norfolk State
7080,Steve Adams,Assistant Head Coach/Defensive Coordinator/LB Coach,Norfolk State
7081,Ray Pickering,Offensive Coordinator / Quarterbacks Coach,Norfolk State
7082,Vincent Marshall,Wide Receivers Coach/Special Teams Coordinator,Norfolk State
7083,Donovan Tate,Running Backs Coach,Norfolk State
7084,LaQuaid Manago,Tight Ends Coach,Norfolk State
7085,Trumaine Watson,Offensive Line Coach,Norfolk State
7086,Lamont Butler,Defensive Line Coach,Norfolk State
7087,Thomas Howard,Linebackers Coach,Norfolk State
7088,Dwayne Taylor,Cornerbacks Coach,Norfolk State
7089,Jamal Williams,Defensive Assistant,Norfolk State
7090,Hudson Alexander,Offensive Assistant,Norfolk State
7091,Shawn Thomas,Special Teams Assistant,Norfolk State
7191,Brent Dearmon,Head Football Coach,North Alabama
7192,Brock Caraboa,Assistant Head Coach / Defensive Coordinator,North Alabama
7193,Kevin Wewers,Assistant Coach / Offensive Coordinator / Tight Ends,North Alabama
7194,Caleb Carbine,Assistant Football Coach / Offensive Line,North Alabama
7195,Morgan Cruce,Assistant Coach / Running Backs / Director of Football Operations,North Alabama
7196,Marc St. Felix,Assistant Coach / Defensive Backs,North Alabama
7197,DeShaun Davis,Assistant Coach / Linebackers,North Alabama
7198,Jake Bentley,Assistant Coach / Quarterbacks / Video Coordinator,North Alabama
7199,Samie Parker,Assistant Coach / Wide Receivers,North Alabama
7200,Luke Roth,Assistant Coach / Special Teams Coordinator / Nickels,North Alabama
7201,Thomas Johnston,Assistant Coach / Defensive Line,North Alabama
7202,Edward Krajewski,Graduate Assistant / Offense,North Alabama
7203,Kade Glenn,Graduate Assistant / Defense,North Alabama
7204,Hayden Bryant,Student Assistant / Offense,North Alabama
7205,Josh Penny,"Associate Athletic Director for Sports Medicine(Football, Men's Golf)",North Alabama
7206,Steve Herring,"Head Strength & Conditioning Coordinator(Football, Softball, M/W Tennis)",North Alabama
7207,Erin McFry,Assistant Director of Football Operations,North Alabama
7208,Logan Ellis,Head Football Equipment Manager,North Alabama
7293,Vincent Brown,Head Coach,North Carolina A&T
7294,Ron Mattes,Offensive Line,North Carolina A&T
7295,Nate Poole,Wide Receivers,North Carolina A&T
7296,Chris Young,Offensive Coordinator/Quarterbacks,North Carolina A&T
7297,Josh Zidenberg,Defensive Coordinator/Linebackers,North Carolina A&T
7298,Charles Bankins,Running Backs/Special Teams Coordinator,North Carolina A&T
7299,Keith Henry,Safeties,North Carolina A&T
7300,Eric Gallon,Tight Ends,North Carolina A&T
7301,Almondo Curry,Cornerbacks,North Carolina A&T
7302,Kenard Lang,Defensive Line,North Carolina A&T
7303,DeShaun Massey,Video Coordinator,North Carolina A&T
7405,Trei Oliver,"Head Coach, Football",North Carolina Central
7406,Matt Leone,"Assistant Coach, Football (Offensive Coordinator/Quarterbacks)",North Carolina Central
7407,Courtney Coard,"Assistant Coach, Football (Defensive Coordinator/Defensive Line)",North Carolina Central
7408,Cedric Williams,"Assistant Coach, Football (Run Game Coordinator/Offensive Line)",North Carolina Central
7409,Pete Bennett,"Assistant Coach, Football (Special Teams Coordinator/Wide Receivers)",North Carolina Central
7410,Kevin Maurice,"Assistant Coach, Football (Recruiting Coordinator/Running Backs)",North Carolina Central
7411,Claude Clayborne,"Assistant Coach, Football (Linebackers)",North Carolina Central
7412,Tony Spencer,"Assistant Coach, Football (Tight Ends)",North Carolina Central
7413,Mike Sewell,"Assistant Coach, Football (Safeties)",North Carolina Central
7414,Tony McRae,"Assistant Coach, Football (Cornerbacks)",North Carolina Central
7415,Dalton Gifford,"Offensive Assistant, Football",North Carolina Central
7416,Jamari Tansmore,"Defensive Assistant, Football",North Carolina Central
7417,Andrea Perry,"Director of Operations, Football",North Carolina Central
7418,Sydney Jordan,"Operations Assistant, Football",North Carolina Central
7419,Billy Ruffin,"Equipment Manager, Football",North Carolina Central
7420,Christopher Gloetzel,"Video Coordinator, Football",North Carolina Central
7504,Bubba Schweigert,Head Coach,North Dakota
7505,Danny Freund,Assistant Coach/Offensive Coord/QBs,North Dakota
7506,Joel Schwenzfeier,Assistant Coach/Defensive Coord./Safeties,North Dakota
7507,Shawn Kostich,Assistant Coach/Special Teams Coord./TEs/FBs,North Dakota
7508,Austin Flyger,Assistant Coach/Defensive Line,North Dakota
7509,Sam King,Assistant Coach/Wide Receivers,North Dakota
7510,Joe Pawlak,Assistant Coach/Offensive Line,North Dakota
7511,Travis Stepps,Assistant Coach/Defensive Backs,North Dakota
7512,Carl Reinholz,Defensive Assistant/Video Coord./ILBs/Camps,North Dakota
7513,Donnell Kirkwood Jr.,Assistant Coach/Running Backs,North Dakota
7514,Tom Dosch,Assistant Coach/Outside Linebackers,North Dakota
7515,Nate Baukol,Director of Strength and Conditioning,North Dakota
7516,Travis Kahlbaugh,Director of Football Operations,North Dakota
7517,Joe Caulfield,Director of Player Personnel & Football Office Operations,North Dakota
7518,Joe Seymour,"Graduate Assistant, Special Teams/Offense",North Dakota
7519,Ethan Postler,Student Video (Quarterbacks),North Dakota
7520,Kaden Cantone,Student Intern (Defense/Defensive Line),North Dakota
7521,David Kaplan,Intern (Defense/Defensive Backs),North Dakota
7522,Riccardo Facchini,Intern (Offense/Offensive Line),North Dakota
7637,Matt Entz,Head Coach,North Dakota State
7638,Randy Hedberg,Associate Head Coach/Passing Game Coordinator/QBs,North Dakota State
7639,Tyler Roehl,Offensive Coordinator/Tight Ends and Fullbacks,North Dakota State
7640,David Braun,Defensive Coordinator,North Dakota State
7641,Kody Morgan,Special Teams Coordinator/Safeties,North Dakota State
7642,Joe Beschorner,Running Backs Coach,North Dakota State
7643,Nick Goeser,Defensive Line Coach,North Dakota State
7644,Dan Larson,Offensive Line Coach,North Dakota State
7645,Grant Olson,Linebackers Coach,North Dakota State
7646,Noah Pauley,Wide Receivers Coach,North Dakota State
7647,Lewis Walker,Cornerbacks Coach,North Dakota State
7648,Seth Hestness,Offensive Quality Control,North Dakota State
7649,Mike Peters,Offensive Analyst,North Dakota State
7650,Brett Watson,Defensive Quality Control,North Dakota State
7652,Ean Deno,Director of Football Recruiting & Player Personnel,North Dakota State
7653,Zach Peters,Football Recruiting and Operations Assistant,North Dakota State
7654,Jamison Brown,Football Recruiting and Operations Intern,North Dakota State
7655,Sokiri Malula,Director of Football Video Operations,North Dakota State
7656,Nathan Bjoralt,Director of Football Operations and Equipment,North Dakota State
7657,Nick Brendemuhl,Equipment Graduate Assistant,North Dakota State
7658,Jim Kramer,Assistant Athletic Director for Athletic Performance - Football,North Dakota State
7659,Matt Bauman,Assistant Strength and Conditioning Coach,North Dakota State
7660,Eric Ihde,Strength and Conditioning Graduate Assistant,North Dakota State
7661,Nick DeLuca,Strength and Conditioning Intern,North Dakota State
7662,Mason Ankenbauer,Assistant Athletic Trainer,North Dakota State
7663,Deegan Gearding,Athletic Training Graduate Assistant,North Dakota State
7664,Margie Trickle,Administrative Assistant,North Dakota State
7665,Fr. James Meyer,Team Chaplain,North Dakota State
7666,Jeff Curtis,Team Chaplain,North Dakota State
7766,Chris Ball,Head Coach,Northern Arizona
7767,Jerry Partridge,Defensive Coordinator,Northern Arizona
7768,Aaron Pflugrad,"Assistant Head Coach, Offensive Coordinator",Northern Arizona
7769,Dave Ungerer,"Player Relations, Special Teams Coordinator",Northern Arizona
7770,Kenji Jackson,Pass Game Coordinator / Safeties Coach,Northern Arizona
7771,Rudy Griffin,Defensive Line Coach,Northern Arizona
7772,Joel Filani,Pass Game Coordinator / Wide Receivers Coach,Northern Arizona
7773,Austin Jones,Running Backs Coach,Northern Arizona
7774,Harrison Beemiller,Nickelbacks Coach,Northern Arizona
7775,Kresean Reed,Cornerbacks Coach,Northern Arizona
7776,Austin Davis,Offensive Line Coach,Northern Arizona
7777,Bailey McElwain,Tight Ends Coach,Northern Arizona
7778,Kyle Hofmann,Director of Recruiting and Player Personnel,Northern Arizona
7779,Allie Banducci,Director of Football Operations,Northern Arizona
7780,Romero Ragsdale,Student Assistant - Tight Ends,Northern Arizona
7781,Tanner Stephens,Student Assistant - Operations and Recruiting,Northern Arizona
7782,Brad Smith,Student Assistant - Quarterbacks,Northern Arizona
7783,Chris Coven,Student Assistant - Recruiting,Northern Arizona
7784,Tyler Shumate,Assistant Athletic Director/Sports Performance,Northern Arizona
7785,Stine Emrick,Associate Head Strength and Conditioning Coach,Northern Arizona
7786,Amanda Bock,Assistant Director of Sports Medicine,Northern Arizona
7787,Beau Brewer,Assistant Athletic Trainer,Northern Arizona
7788,James Foran,Director of Football Technology,Northern Arizona
7789,Joey Gatewood,Director of Sports Nutrition,Northern Arizona
7790,Gabe Ortiz,Graduate Assistant Athletic Trainer,Northern Arizona
7878,Ed Lamb,Head Football Coach,Northern Colorado
7879,Eddie Gonzales III,Chief of Staff / Director of Football Operations,Northern Colorado
7880,Blair Peterson,Offensive Coordinator,Northern Colorado
7881,Preston Hadley,Defensive Coordinator,Northern Colorado
7882,Justin Walterscheid,Special Teams Coordinator,Northern Colorado
7883,Mike Smith,"Associate Head Coach, Running Game Coordinator | Running Backs",Northern Colorado
7884,Spencer Patterson,Assistant Coach | Offensive Line,Northern Colorado
7885,Micah Simon,Assistant Coach | Receivers,Northern Colorado
7886,Nick Nissen,Assistant Coach | Tight Ends,Northern Colorado
7887,James Pazak,Assistant Coach | Linebackers,Northern Colorado
7888,Aaron Fernandez,Assistant Coach | Defensive Line,Northern Colorado
7889,DJ Williams,Assistant Coach | Cornerbacks,Northern Colorado
7890,Scott Darnell,Offensive Analyst,Northern Colorado
7891,Daryl Moe,Defensive Analyst,Northern Colorado
7892,Mitch Williams,Video Coordinator,Northern Colorado
7893,Brandon Gamel,Operations Assistant,Northern Colorado
7894,Joe Koeltzow,Defensive Graduate Assistant,Northern Colorado
7999,Mark Farley,Head Coach,Northern Iowa
8000,Bryce Paup,Assistant Head Coach | Defensive Line,Northern Iowa
8001,Bodie Reeder,Offensive Coordinator | Quarterbacks,Northern Iowa
8002,Jeremiah Johnson,Defensive Coordinator,Northern Iowa
8003,Rick Nelson,Offensive Line,Northern Iowa
8004,Joe Ganz,Wide Receivers,Northern Iowa
8005,Atif Austin,Running Backs,Northern Iowa
8006,Keelon Brookins,Defensive Backs,Northern Iowa
8007,Brody Rohach,Tight Ends,Northern Iowa
8008,Riley Van Wyhe,Assistant Linebackers,Northern Iowa
8009,Andrew Rosemark,Director of Football Operations,Northern Iowa
8010,Nick Ellis,Graduate Assistant,Northern Iowa
8011,Zach Smith,Equipment Manager,Northern Iowa
8012,Jed Smith,Strength & Conditioning Coach,Northern Iowa
8013,Brandon Ronan,Strength & Conditioning Coach,Northern Iowa
8014,Meghan Peacock,Athletic Trainer - Football,Northern Iowa
8015,Blaine Wessels,Assistant Football Athletic Trainer,Northern Iowa
8016,Maddie Tobler,Assistant Football Athletic Trainer,Northern Iowa
8096,Brad Laird,Head Coach,Northwestern State
8097,De'Von Lockett,Assistant Head Coach / Cornerbacks,Northwestern State
8098,Beau Blair,Offensive Coordinator / Running Backs / Tight Ends,Northwestern State
8099,Weston Glaser,Defensive Coordinator / Safeties,Northwestern State
8100,Jeremy Atwell,Assistant Coach - Linebackers,Northwestern State
8101,Boone Feldt,Assistant Coach - Offensive Line,Northwestern State
8102,Chris Gistorb,Assistant Coach - Defensive Line,Northwestern State
8103,Armani Lonardo,Assistant Coach - Wide Receivers,Northwestern State
8104,Kyle Washington,Assistant Coach - Quarterbacks,Northwestern State
8105,Derrick Berry,Assistant Defensive Line Coach,Northwestern State
8106,Rod Patterson,Administrative Graduate Assistant - Safeties,Northwestern State
8107,Jake Martinez,Administrative Graduate Assistant - Wide Receivers,Northwestern State
8108,Mitchell Volino,Administrative Graduate Assistant - Defensive Line,Northwestern State
8109,Elizabeth Holloway,Administrative Assistant,Northwestern State
8110,Sonja Pezant,Director of Football Operations / NFL Liaison,Northwestern State
8111,Jason Pugh,Assistant Athletics Director for Media Relations,Northwestern State
