,Unnamed: 0,Statistic,No.,Image,Name,Pos.,Ht.,Wt.,Cl.,Current School Name,Hometown,High School,Previous School,Title,Yr.,Hgt.,Wgt.,#,Full Name,Hometown/Previous School,Hometown (Prev School),Year,Pos,Academic Year,Hometown / High School,C,Hometown/High School,Unnamed: 7,Exp.,College,Class,Major,School,Hometown(Prev School),Hometown / Last School,Transfer,Player,CL.,NAME,POS,HT,WT,Name.1,Prev School,Yr.-Exp.,Custom Field 1,Custom Field 2,Custom Field 3,Hometown / High School / Prep (Previous College),Twitter,Instagram,FULL NAME,POS.,HT.,WT.,HOMETOWN,HIGH SCHOOL,PREVIOUS SCHOOL,MAJOR,High School / Prev. School,Letters,Photo,HIgh School,Hometown / High School (Last School),Previous College,Facebook,Previous University,High School (Prev. School),2022-23 Football Coaches,2022-23 Football Coaches.1,Eligibility,Position,Height,Weight,Number,Opendorse
4,4,,3.0,,Donivan Wright,WR,,,,Alabama A&M,"Indianapolis, Ind.",Lawrence Central HS,Eastern Michigan,,R-So.,6-0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,,4.0,,Zareon Hayes,DE,,,,Alabama A&M,"Dillon, S.C.",,Appalachian State Univ.,,R-So.,6-1,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,4.0,,Cameron Young,WR,,,,Alabama A&M,"Daphne, Ala.",Daphne HS,Daphne HS,,R-Sr.,5-9,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,,5.0,,Darin Turner,WR,,,,Alabama A&M,"Memphis, Tenn.",Memphis Central HS,Arkansas,,R-Fr.,6-3,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,,6.0,,Jamarion Ellis,DE,,,,Alabama A&M,"Eastman, Ga.",IMG Academy,Georgia State,,R-So.,6-0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,,6.0,,Keenan Hambrick,WR,,,,Alabama A&M,"Athens, Ala.",,Western Carolina Univ.,,So.,6-4,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,,7.0,,Donovan Eaglin,RB,,,,Alabama A&M,"Houston, Texas",Marvel HS,Michigan State,,R-So.,5-11,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,,8.0,,Davion Bradshaw,CB,,,,Alabama A&M,"Pompano Beach, Fla.",Blanche Ely HS,,,Sr.,5-11,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,,9.0,,Ja'Marian Green,S,,,,Alabama A&M,"Belle Glade, Fla.",Glades Central HS,,,R-Sr.,6-1,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,,9.0,,Jordan Mitchell,DE,,,,Alabama A&M,"Beulaville, N.C.",East Duplin HS,Appalachian State,,R-Jr.,6-0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,,10.0,,Shykeim Gloster-Pace,DE,,,,Alabama A&M,"Opa Locka, Fla.",Monsignor Pace HS,Florida International,,R-Jr.,6-4,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,,11.0,,Kevin Thomas Jr.,WR,,,,Alabama A&M,"Philadelphia, Pa.",Neumann-Coretti,,,R-Fr.,6-3,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,,12.0,,Marcael O'Neal,WR,,,,Alabama A&M,"Dayton, Ohio",,,,Jr.,6-0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,,13.0,,Braxton Toliver,WR,,,,Alabama A&M,"Montgomery, Ala.",,,,R-Fr.,6-1,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,,13.0,,Zavier Wright,QB,,,,Alabama A&M,"Atlanta, Ga.",Tucker HS,,,R-So.,6-1,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,,14.0,,Nicolas Lee,WR,,,,Alabama A&M,"Birmingham, Ala.",,,,Jr.,5-5,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,,16.0,,Xavier Lankford,QB,,,,Alabama A&M,"Pelham, Ala.",Pelham HS,Pelham HS,,So.,6-2,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,,17.0,,Howard Thornton,QB,,,,Alabama A&M,"Columbus, Ohio",Walnut Ridge HS,,,Fr.,6-2,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,,17.0,,Tervae Williams,S,,,,Alabama A&M,"Guthrie, Okla.",Guthrie HS,Northeastern Oklahoma,,Jr.,6-3,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,,18.0,,Ashley Tucker Jr.,QB,,,,Alabama A&M,"Los Angeles, Calif.",Leuzinger HS,,,Fr.,6-2,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,,19.0,,Nikobe Myers,S,,,,Alabama A&M,"Walled Lake, Mich.",Blair Academy,Michigan State,,R-So.,6-1,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,,20.0,,Kenny Wilkins,RB,,,,Alabama A&M,"Cleveland, Ohio",,Marshall Univ.,,Jr.,5-11,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,,21.0,,Anthony Fieldings,CB,,,,Alabama A&M,"Apopka, Fla.",Apopka HS,,,R-Fr.,5-10,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,,23.0,,Isaiah Nwokenkwo,RB,,,,Alabama A&M,"Bradley, Ill.",Bradley-Bourbonnais HS,College of DuPage,,R-So.,5-8,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28,,23.0,,Justin Pinkney,S,,,,Alabama A&M,"Compton, Calif.",Junipero Serra HS,Southwest Minnesota State,,So.,6-0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,,24.0,,Avian Rice,S,,,,Alabama A&M,"Fort Myers, Fla.",Dunbar HS,,,R-Fr.,6-1,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,,25.0,,Tierphill Bien-Aime,CB,,,,Alabama A&M,"Fort Lauderdale, Fla.",,,,Fr.,6-0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,,25.0,,Joshua Malone,RB,,,,Alabama A&M,"Huntsville, Ala.",Madison Academy,,,So.,5-11,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,,26.0,,Andrew Lockhart,CB,,,,Alabama A&M,"Detroit, Mich.",Ernest W. Seaholm HS,,,Fr.,5-10,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,,26.0,,Lynn Pettway,S,,,,Alabama A&M,"Montgomery, Ala.",Park Crossing HS,,,Fr.,5-9,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34,,28.0,,Miles Gilmore,S,,,,Alabama A&M,"Detroit, Mich.",Cass Tech HS,,,Fr.,5-7,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,,29.0,,Theopholis Gibson-Byars,CB,,,,Alabama A&M,"Midfield, Ala.",Midfield HS/,,,Fr.,5-10,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,,29.0,,Jeffrey Rowser,RB,,,,Alabama A&M,"Birmingham, Ala.",Ramsay HS,,,So.,5-9,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,,30.0,,DJ Moffett,RB,,,,Alabama A&M,"Phenix City, Ala.",,,,R-So.,5-10,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,,31.0,,Rayquan Williams,CB,,,,Alabama A&M,"Memphis, Tenn.",Germantown HS,Oregon,,Fr.,6-1,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,,32.0,,Marvin Smith,S,,,,Alabama A&M,"Loganville, Ga.",,Grayson HS,,R-Fr.,6-2,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,,34.0,,Carldelle Patrick,S,,,,Alabama A&M,"Semmes, Ala.",Mary G. Montgomery HS,,,Fr.,5-11,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,,36.0,,Mark Anthony Grey,RB,,,,Alabama A&M,"Columbus, Ohio",Reynoldsburg HS,,,R-So.,5-10,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,,40.0,,William Curtis II,K,,,,Alabama A&M,"Trussville, Ala.",Hewitt-Trussville HS,,,Fr.,5-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,,41.0,,Evan Craighead,LB,,,,Alabama A&M,"Madison, Ala.",Madison Academy,Samford,,R-So.,6-3,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,,41.0,,William Ford,S,,,,Alabama A&M,"Montgomery, Ala.",Park Crossing HS,,,Fr.,5-11,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,,42.0,,Barry White,TE,,,,Alabama A&M,"Birmingham, Ala.",Pinson Valley HS,,,Fr.,6-1,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,,44.0,,Malik Pertee,DT,,,,Alabama A&M,"Ocala, Fla.",,Troy Univ.,,So.,6-1,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,,46.0,,Sean Benton Jr.,TE,,,,Alabama A&M,"Houston, Texas",,Cypress Ridge HS,,R-Fr.,6-2,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,,49.0,,Victor Barbosa,K,,,,Alabama A&M,"Hialeah Gardens, Fla.",Hialeah Mater Academy,Florida Memorial,,So.,6-0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,,50.0,,Dimitris Biamby,LB,,,,Alabama A&M,"Coral Gables, Fla.",Coral Gables Senior HS,,,So.,5-10,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,,51.0,,Xavier Billingsley,LB,,,,Alabama A&M,"Phenix City, Ala.",Central-Phenix HS,Central-Phenix HS,,Jr.,6-2,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,,52.0,,Jonathan Williams,OL,,,,Alabama A&M,"Mobile, Ala.",B.C. Rain HS,B.C. Rain HS,,R-So.,6-2,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,,53.0,,Trenton Taylor,LB,,,,Alabama A&M,"Montgomery, Ala.",Montgomery Catholic HS,,,Fr.,5-11,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,,54.0,,Demetrie Morgan,DE,,,,Alabama A&M,"Fort Myers, Fla.",,,,Fr.,6-5,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,,56.0,,Christopher Barnes,LB,,,,Alabama A&M,"Chicago, Ill.",,,,R-So.,6-0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,,57.0,,Kuasim Mayers,LB,,,,Alabama A&M,"Mobile, Ala.",Davidson HS,,,So.,5-11,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,,58.0,,Christian Anderson,OL,,,,Alabama A&M,"Atlanta, Ga.",Cedar Grove HS,Chattanooga,,R-Fr.,6-4,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,,58.0,,Jalen Wright,LB,,,,Alabama A&M,"Birmingham, Ala.",Ramsay HS,,,Fr.,5-11,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,,59.0,,Austin Taylor,LB,,,,Alabama A&M,"Memphis, Tenn.",,,,Fr.,5-10,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,,61.0,,CJ Dunn,DE,,,,Alabama A&M,"Bourbonnais, Ill.",,Northern Illinois Univ.,,R-Fr.,6-4,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,,62.0,,Dwight Harvey,DT,,,,Alabama A&M,"Twinsburg, Ohio",St.Edward HS,,,R-Fr.,6-1,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,,63.0,,Joshua Anderson,OL,,,,Alabama A&M,"Atlanta, Ga.",South Gwinnett HS,,,R-So.,6-2,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,,64.0,,Cameron Williams,OL,,,,Alabama A&M,"Montgomery, Ala.",Park Crossing HS,Park Crossing HS,,So.,6-2,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,,67.0,,Benjamin Lee,DT,,,,Alabama A&M,"Atlanta, Ga.",Grayson HS,,,Fr.,6-3,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,,67.0,,Jabari Stanley,OL,,,,Alabama A&M,"Pleasant Grove, Ala.",,Pleasant Grove HS,,So.,6-0,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,,69.0,,BJ Maxena,OL,,,,Alabama A&M,"Pelham, Ala.",Pelham HS,,,R-Fr.,6-2,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,,72.0,,Davon Sylvester,OL,,,,Alabama A&M,"Mobile, Ala.",Davidson HS,,,Fr.,6-4,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,,73.0,,Mohamed Elazazy,OL,,,,Alabama A&M,"Menasha, Wisc.",Menasha HS,Western Michigan Univ.,,R-Jr.,6-5,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,,75.0,,Ramier Lewis,OL,,,,Alabama A&M,"Clearwater, Fla.",,,,Fr.,6-7,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,,76.0,,Carson Vinson,OL,,,,Alabama A&M,"Cary, N.C.",Panther Creek HS,,,So.,6-6,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,77.0,,Thomas Durisseau,OL,,,,Alabama A&M,"Westlake Village, Calif.",Oaks Christian School,Moorepark College,,R-Fr.,5-11,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,,78.0,,Nevell Brown,OL,,,,Alabama A&M,"West Palm Beach, Fla.",Palm Beach Lakes HS,,,So.,6-4,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,,79.0,,Bruce Crenshaw,OL,,,,Alabama A&M,"Mobile, Ala.",Blount HS,,,Fr.,6-0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,,80.0,,Amarion Sanders,WR,,,,Alabama A&M,"Sacramento, Calif.",Sacramento Charter HS,,,So.,6-0,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,,82.0,,Nesha Robertson Jr.,WR,,,,Alabama A&M,"Peoria, Ill.",Peoria HS,,,Fr.,5-10,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,,84.0,,Donovan Payne,TE,,,,Alabama A&M,"Denton, Texas",Horn HS,Northern Colorado,,R-Fr.,6-4,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,,85.0,,Tavares Rickerson Jr.,WR,,,,Alabama A&M,"Miami, Fla.",Dade Christian HS,,,Fr.,6-3,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,,88.0,,Bryson Clark,TE,,,,Alabama A&M,"Delray Beach, Fla.",Atlantic HS,,,So.,6-2,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,,90.0,,Dennis McGowan,DT,,,,Alabama A&M,"Huntsville, Ala.",,,,Fr.,6-2,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,,92.0,,Aleem Glass,DE,,,,Alabama A&M,"St. Louis, Mo.",,,,Fr.,6-3,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,,93.0,,Dorian Wesley,DT,,,,Alabama A&M,"Flat Rock, Mich.",,Toledo,,R-So.,6-5,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,,94.0,,Kristopher Wilkins,DT,,,,Alabama A&M,"Manvel, Texas",,Texas State Univ.,,Sr.,6-2,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,,96.0,,Kameron Sands,DT,,,,Alabama A&M,"Little Elm, Texas",Memorial HS,,,Fr.,6-0,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,,98.0,,Gregory Lunn,DT,,,,Alabama A&M,"Eglin, Fla.",,,,So.,5-11,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0,,,,Connell Maynor,,,,,Alabama A&M,,,,Head Football Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1,,,,Kienus Boulware,,,,,Alabama A&M,,,,Defensive Coordinator/Linebackers Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2,,,,Jason Mai,,,,,Alabama A&M,,,,Quarterbacks Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,3,,,,Fred Farrier,,,,,Alabama A&M,,,,Running Backs Coach/Recruiting Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4,,,,Marvin Bohannon,,,,,Alabama A&M,,,,Safeties Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,5,,,,Bryant Foster,,,,,Alabama A&M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,6,,,,Adam Goggans,,,,,Alabama A&M,,,,Defensive Ends Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,7,,,,Markus Lawrence,,,,,Alabama A&M,,,,Offensive Line Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,8,,,,Cedric Pearl,,,,,Alabama A&M,,,,Defensive Tackles Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,9,,,,Bobby Turner,,,,,Alabama A&M,,,,Tight Ends and Fullbacks Coach/Pro Football Liaison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,10,,,,Richard Wilson,,,,,Alabama A&M,,,,Kickers Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,11,,,,Elgie Hurd,,,,,Alabama A&M,,,,Defensive Graduate Assistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0,,,,Dedrick Bartie,,,,,Alabama A&M,,,,Head Strength and Conditioning Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,,,,,DB,5-9,190.0,,Alabama State,,,,,Sr.,,,0.0,Irshaad Davis,"Carol City, Fla. / Carol CIty HS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,LB,6-2,230.0,,Alabama State,,,,,R-Jr.,,,1.0,Colton Adams,"Wetumpka, Ala. / Wetumpka HS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,RB,5-11,205.0,,Alabama State,,,,,R-Jr.,,,2.0,Jacory Merritt,"Montgomery, Ala. / Sidney Lanier HS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,,,,,DL,6-2,273.0,,Alabama State,,,,,R-Sr.,,,2.0,Andrew Ogletree,"Columbus, Ga. / Carver HS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,,,,,QB,6-2,187.0,,Alabama State,,,,,So.,,,3.0,Nyqua Lett,"Fairburn, Ga. / Creekside HS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,,,,,,5-11,202.0,,Alabama State,,,,,So.,,,4.0,Dematrius Davis,"Houston, Texas / Auburn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,,,,WR,6-2,194.0,,Alabama State,,,,,R-So.,,,5.0,La'Vontae Shenault,"DeSoto, Texas / Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,,,,,DB,6-3,200.0,,Alabama State,,,,,So.,,,7.0,Mikey Victor,"Pomona, Calif. / UNLV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,,,,,S,5-10,209.0,,Alabama State,,,,,Jr.,,,8.0,Demaurez Bellamy,"DeLand, Fla. / South Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,,,,,RB,6-1,220.0,,Alabama State,,,,,Gr.,,,8.0,Ja'Won Howell,"Lanett, Ala. / North Alabama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,,,,,TE,6-3,217.0,,Alabama State,,,,,Jr.,,,10.0,Jayce Medlock,"Dallas, Texas / UConn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,,,,,S,5-11,208.0,,Alabama State,,,,,Sr.,,,11.0,Chauncey Moore,Washington D.C. / Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,,,,,LB,6-2,220.0,,Alabama State,,,,,So.,,,12.0,Jayion McCluster,"Largo, Fla. / Florida State",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,,,,,WR,6-0,199.0,,Alabama State,,,,,Jr.,,,13.0,Tyree Saunders,"Jacksonville, Fla. / Virginia Tech / East Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,,,,,WR,6-5,195.0,,Alabama State,,,,,So.,,,15.0,Darius Edmonds,"Atascocita,, Texas / University of Houston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
